test/right/person_right_13.jpg,-1
test/right/person_right_16.jpg,-1
test/right/person_right_20.jpg,1
test/right/person_right_25.jpg,-1
test/right/person_right_23.jpg,1
test/right/person16right.jpg,-1
test/right/person124right.jpg,-1
test/right/person7right.jpg,-1
test/right/person111right.jpg,1
test/right/person_right_22.jpg,-1
test/right/person113right.jpg,1
test/right/person32right.jpg,1
test/right/person_right_15.jpg,-1
test/right/person114right.jpg,-1
test/right/person116right.jpg,-1
test/right/person_right_19.jpg,-1
test/right/person_right_21.jpg,-1
test/right/person4right.jpg,-1
test/right/person_right_14.jpg,1
test/right/person3right.jpg,1
test/right/person_right_18.jpg,1
test/right/person_right_17.jpg,-1
test/right/person72right.jpg,-1
test/right/person_right_24.jpg,1
test/right/person50right.jpg,-1
test/non-right/person5left.jpg,-1
test/non-right/person_left_23.jpg,1
test/non-right/person122left.jpg,-1
test/non-right/person40left.jpg,1
test/non-right/person_left_15.jpg,-1
test/non-right/person15left.jpg,-1
test/non-right/person_left_19.jpg,-1
test/non-right/person_left_25.jpg,1
test/non-right/person120left.jpg,-1
test/non-right/person74left.jpg,1
test/non-right/person128left.jpg,1
test/non-right/person48left.jpg,-1
test/non-right/person42left.jpg,-1
test/non-right/person_left_14.jpg,-1
test/non-right/person125left.jpg,-1
test/non-right/person_left_24.jpg,-1
test/non-right/person136left.jpg,-1
test/non-right/person88left.jpg,1
test/non-right/person_left_20.jpg,1
test/non-right/person_left_17.jpg,1
test/non-right/person_left_18.jpg,-1
test/non-right/person_left_13.jpg,-1
test/non-right/person_left_22.jpg,1
test/non-right/person_left_21.jpg,-1
test/non-right/person_left_16.jpg,1
